district,age,rural,urban,total
LAYYAH DISTRICT,24,24152,5690,29842
LAYYAH DISTRICT,25,22119,4867,26986
LAYYAH DISTRICT,26,23912,5501,29413
LAYYAH DISTRICT,27,22875,5477,28352
LAYYAH DISTRICT,28,20664,4909,25573
LAYYAH DISTRICT,29,22997,5448,28445
LAYYAH DISTRICT,30,17896,4122,22018
LAYYAH DISTRICT,31,20445,4764,25209
LAYYAH DISTRICT,32,17556,4573,22129
LAYYAH DISTRICT,33,16246,4056,20302
LAYYAH DISTRICT,34,18828,4194,23022
LAYYAH DISTRICT,35,16029,3595,19624
LAYYAH DISTRICT,36,21092,4343,25435
LAYYAH DISTRICT,37,19029,4263,23292
LAYYAH DISTRICT,38,15112,3925,19037
LAYYAH DISTRICT,39,16307,3961,20268
LAYYAH DISTRICT,40,11042,2989,14031
LAYYAH DISTRICT,41,15387,3508,18895
LAYYAH DISTRICT,42,13191,3206,16397
LAYYAH DISTRICT,43,11269,2960,14229
LAYYAH DISTRICT,44,11719,2904,14623
LAYYAH DISTRICT,45,9232,2378,11610
LAYYAH DISTRICT,46,13080,2940,16020
LAYYAH DISTRICT,47,12546,2792,15338
LAYYAH DISTRICT,48,10975,2808,13783
LAYYAH DISTRICT,49,11667,2775,14442
LAYYAH DISTRICT,50,8757,2306,11063
LAYYAH DISTRICT,51,11985,2810,14795
LAYYAH DISTRICT,52,10482,2606,13088
LAYYAH DISTRICT,53,9460,2279,11739
LAYYAH DISTRICT,54,8603,2283,10886
LAYYAH DISTRICT,55,6138,1708,7846
LAYYAH DISTRICT,56,7574,1915,9489
LAYYAH DISTRICT,57,6493,1593,8086
LAYYAH DISTRICT,58,5741,1503,7244
LAYYAH DISTRICT,59,5962,1589,7551
LAYYAH DISTRICT,60,4744,1141,5885
LAYYAH DISTRICT,61,6459,1468,7927
LAYYAH DISTRICT,62,5461,1312,6773
LAYYAH DISTRICT,63,5248,1344,6592
LAYYAH DISTRICT,64,4836,1221,6057
LAYYAH DISTRICT,65,4080,932,5012
LAYYAH DISTRICT,66,5036,1017,6053
LAYYAH DISTRICT,67,4392,886,5278
LAYYAH DISTRICT,68,3752,817,4569
LAYYAH DISTRICT,69,3608,790,4398
LAYYAH DISTRICT,70,3096,669,3765
LAYYAH DISTRICT,71,3986,763,4749
LAYYAH DISTRICT,72,3122,665,3787
LAYYAH DISTRICT,73,2658,629,3287
LAYYAH DISTRICT,74,2454,533,2987
LAYYAH DISTRICT,>=75,19661,3999,23660
LODHRAN DISTRICT,<1,35019,6105,41124
LODHRAN DISTRICT,1,40015,7114,47129
LODHRAN DISTRICT,2,39739,6618,46357
LODHRAN DISTRICT,3,44015,7276,51291
LODHRAN DISTRICT,4,46254,7370,53624
LODHRAN DISTRICT,5,45321,7564,52885
LODHRAN DISTRICT,6,43873,7205,51078
LODHRAN DISTRICT,7,46907,7834,54741
LODHRAN DISTRICT,8,45573,7242,52815
LODHRAN DISTRICT,9,43892,7996,51888
LODHRAN DISTRICT,10,40982,6680,47662
LODHRAN DISTRICT,11,36881,7399,44280
LODHRAN DISTRICT,12,35831,6319,42150
LODHRAN DISTRICT,13,32305,6508,38813
LODHRAN DISTRICT,14,31130,6022,37152
LODHRAN DISTRICT,15,30367,5854,36221
LODHRAN DISTRICT,16,28807,5748,34555
LODHRAN DISTRICT,17,29574,6095,35669
LODHRAN DISTRICT,18,27068,4839,31907
LODHRAN DISTRICT,19,25744,5444,31188
LODHRAN DISTRICT,20,27372,4915,32287
LODHRAN DISTRICT,21,23967,5288,29255
LODHRAN DISTRICT,22,24413,4851,29264
LODHRAN DISTRICT,23,21719,4450,26169
LODHRAN DISTRICT,24,20271,4474,24745
LODHRAN DISTRICT,25,22517,4301,26818
LODHRAN DISTRICT,26,19926,4326,24252
LODHRAN DISTRICT,27,20003,4224,24227
LODHRAN DISTRICT,28,20995,4070,25065
LODHRAN DISTRICT,29,20802,4270,25072
LODHRAN DISTRICT,30,19455,3799,23254
LODHRAN DISTRICT,31,19631,4005,23636
LODHRAN DISTRICT,32,16867,3487,20354
LODHRAN DISTRICT,33,16263,3531,19794
LODHRAN DISTRICT,34,18041,3460,21501
LODHRAN DISTRICT,35,16950,3166,20116
LODHRAN DISTRICT,36,20985,3771,24756
LODHRAN DISTRICT,37,17503,3158,20661
LODHRAN DISTRICT,38,16298,3270,19568
LODHRAN DISTRICT,39,16232,3136,19368
LODHRAN DISTRICT,40,13077,2634,15711
LODHRAN DISTRICT,41,16438,3160,19598
LODHRAN DISTRICT,42,13134,2490,15624
LODHRAN DISTRICT,43,11372,2382,13754
LODHRAN DISTRICT,44,11383,2286,13669
LODHRAN DISTRICT,45,9953,2058,12011
LODHRAN DISTRICT,46,13417,2250,15667
LODHRAN DISTRICT,47,11120,2011,13131
LODHRAN DISTRICT,48,10881,2093,12974
LODHRAN DISTRICT,49,10899,2197,13096
LODHRAN DISTRICT,50,9230,1841,11071
LODHRAN DISTRICT,51,12018,2188,14206
LODHRAN DISTRICT,52,9649,1855,11504
LODHRAN DISTRICT,53,8484,1739,10223
LODHRAN DISTRICT,54,7930,1552,9482
LODHRAN DISTRICT,55,6664,1297,7961
LODHRAN DISTRICT,56,7757,1384,9141
LODHRAN DISTRICT,57,6155,1035,7190
LODHRAN DISTRICT,58,5575,1075,6650
LODHRAN DISTRICT,59,5754,1024,6778
LODHRAN DISTRICT,60,5612,993,6605
LODHRAN DISTRICT,61,6715,1171,7886
LODHRAN DISTRICT,62,5917,1039,6956
LODHRAN DISTRICT,63,5367,973,6340
LODHRAN DISTRICT,64,5098,940,6038
LODHRAN DISTRICT,65,4685,742,5427
LODHRAN DISTRICT,66,5436,829,6265
LODHRAN DISTRICT,67,4352,683,5035
LODHRAN DISTRICT,68,3662,635,4297
LODHRAN DISTRICT,69,3521,574,4095
LODHRAN DISTRICT,70,3299,543,3842
LODHRAN DISTRICT,71,3769,550,4319
LODHRAN DISTRICT,72,3082,530,3612
LODHRAN DISTRICT,73,2544,414,2958
LODHRAN DISTRICT,74,2237,415,2652
LODHRAN DISTRICT,>=75,18399,2835,21234
LORALAI DISTRICT,<1,8666,1662,10328
LORALAI DISTRICT,1,12750,1943,14693
LORALAI DISTRICT,2,13642,2024,15666
LORALAI DISTRICT,3,13448,2102,15550
LORALAI DISTRICT,4,13377,2011,15388
LORALAI DISTRICT,5,13276,2078,15354
LORALAI DISTRICT,6,12889,2001,14890
LORALAI DISTRICT,7,12593,2070,14663
LORALAI DISTRICT,8,12412,1826,14238
LORALAI DISTRICT,9,11260,2017,13277
LORALAI DISTRICT,10,10381,1646,12027
LORALAI DISTRICT,11,8921,1675,10596
LORALAI DISTRICT,12,8055,1475,9530
LORALAI DISTRICT,13,7682,1609,9291
LORALAI DISTRICT,14,6973,1369,8342
LORALAI DISTRICT,15,7250,1346,8596
LORALAI DISTRICT,16,6155,1358,7513
LORALAI DISTRICT,17,5798,1284,7082
LORALAI DISTRICT,18,6505,1491,7996
LORALAI DISTRICT,19,5985,1894,7879
LORALAI DISTRICT,20,6240,1544,7784
LORALAI DISTRICT,21,5378,1698,7076
LORALAI DISTRICT,22,4701,1425,6126
LORALAI DISTRICT,23,4662,1339,6001
LORALAI DISTRICT,24,4158,1052,5210
LORALAI DISTRICT,25,5784,1070,6854
LORALAI DISTRICT,26,4167,1050,5217
LORALAI DISTRICT,27,5297,1179,6476
LORALAI DISTRICT,28,4297,1059,5356
LORALAI DISTRICT,29,4843,1147,5990
LORALAI DISTRICT,30,4426,862,5288
LORALAI DISTRICT,31,4558,993,5551
LORALAI DISTRICT,32,3854,894,4748
LORALAI DISTRICT,33,3538,766,4304
LORALAI DISTRICT,34,2818,726,3544
LORALAI DISTRICT,35,3449,649,4098
LORALAI DISTRICT,36,2409,597,3006
LORALAI DISTRICT,37,3900,738,4638
LORALAI DISTRICT,38,2879,675,3554
LORALAI DISTRICT,39,3152,671,3823
LORALAI DISTRICT,40,2746,534,3280
LORALAI DISTRICT,41,2391,578,2969
LORALAI DISTRICT,42,2251,474,2725
LORALAI DISTRICT,43,1972,476,2448
LORALAI DISTRICT,44,1676,414,2090
LORALAI DISTRICT,45,2155,415,2570
LORALAI DISTRICT,46,1695,369,2064
LORALAI DISTRICT,47,2540,439,2979
LORALAI DISTRICT,48,1629,407,2036
LORALAI DISTRICT,49,1999,410,2409
LORALAI DISTRICT,50,1787,347,2134
LORALAI DISTRICT,51,1696,410,2106
LORALAI DISTRICT,52,1619,313,1932
LORALAI DISTRICT,53,1345,310,1655
LORALAI DISTRICT,54,1196,282,1478
LORALAI DISTRICT,55,1180,229,1409
LORALAI DISTRICT,56,1053,213,1266
LORALAI DISTRICT,57,1453,250,1703
LORALAI DISTRICT,58,1013,195,1208
LORALAI DISTRICT,59,1318,261,1579
LORALAI DISTRICT,60,1136,171,1307
LORALAI DISTRICT,61,1100,222,1322
LORALAI DISTRICT,62,981,185,1166
LORALAI DISTRICT,63,923,188,1111
LORALAI DISTRICT,64,1021,164,1185
LORALAI DISTRICT,65,842,123,965
LORALAI DISTRICT,66,776,166,942
LORALAI DISTRICT,67,944,144,1088
LORALAI DISTRICT,68,683,102,785
LORALAI DISTRICT,69,844,139,983
LORALAI DISTRICT,70,591,86,677
LORALAI DISTRICT,71,661,108,769
LORALAI DISTRICT,72,528,83,611
LORALAI DISTRICT,73,451,79,530
LORALAI DISTRICT,74,538,74,612
LORALAI DISTRICT,>=75,3271,516,3787
LOWER DIR DISTRICT,<1,39311,1035,40346
LOWER DIR DISTRICT,1,43259,1187,44446
LOWER DIR DISTRICT,2,47832,1242,49074
LOWER DIR DISTRICT,3,50319,1296,51615
LOWER DIR DISTRICT,4,52445,1318,53763
LOWER DIR DISTRICT,5,47140,1309,48449
LOWER DIR DISTRICT,6,46410,1213,47623
LOWER DIR DISTRICT,7,46700,1175,47875
LOWER DIR DISTRICT,8,46800,1203,48003
LOWER DIR DISTRICT,9,47439,1240,48679
LOWER DIR DISTRICT,10,41401,1100,42501
LOWER DIR DISTRICT,11,40941,1131,42072
LOWER DIR DISTRICT,12,36521,1073,37594
LOWER DIR DISTRICT,13,37118,1021,38139
LOWER DIR DISTRICT,14,35098,1004,36102
LOWER DIR DISTRICT,15,34909,1004,35913
LOWER DIR DISTRICT,16,31635,938,32573
LOWER DIR DISTRICT,17,29745,919,30664
LOWER DIR DISTRICT,18,29196,896,30092
LOWER DIR DISTRICT,19,26953,832,27785
LOWER DIR DISTRICT,20,28139,802,28941
LOWER DIR DISTRICT,21,23938,804,24742
LOWER DIR DISTRICT,22,24360,799,25159
LOWER DIR DISTRICT,23,23626,782,24408
LOWER DIR DISTRICT,24,21084,671,21755
LOWER DIR DISTRICT,25,22848,747,23595
LOWER DIR DISTRICT,26,20343,673,21016
LOWER DIR DISTRICT,27,19860,652,20512
LOWER DIR DISTRICT,28,19078,626,19704
LOWER DIR DISTRICT,29,19097,617,19714
LOWER DIR DISTRICT,30,18335,587,18922
LOWER DIR DISTRICT,31,17134,567,17701
LOWER DIR DISTRICT,32,14962,436,15398
LOWER DIR DISTRICT,33,15137,450,15587
LOWER DIR DISTRICT,34,12897,440,13337
LOWER DIR DISTRICT,35,13217,493,13710
LOWER DIR DISTRICT,36,12228,384,12612
LOWER DIR DISTRICT,37,12838,340,13178
LOWER DIR DISTRICT,38,12221,401,12622
LOWER DIR DISTRICT,39,11581,394,11975
LOWER DIR DISTRICT,40,11983,397,12380
LOWER DIR DISTRICT,41,11084,341,11425
LOWER DIR DISTRICT,42,10065,309,10374
LOWER DIR DISTRICT,43,9598,288,9886
LOWER DIR DISTRICT,44,8759,282,9041
LOWER DIR DISTRICT,45,8640,304,8944
LOWER DIR DISTRICT,46,7951,245,8196
LOWER DIR DISTRICT,47,8353,243,8596
LOWER DIR DISTRICT,48,7704,256,7960
LOWER DIR DISTRICT,49,7411,214,7625
LOWER DIR DISTRICT,50,7971,276,8247
LOWER DIR DISTRICT,51,6889,197,7086
LOWER DIR DISTRICT,52,5945,193,6138
LOWER DIR DISTRICT,53,5899,192,6091
LOWER DIR DISTRICT,54,5497,187,5684
LOWER DIR DISTRICT,55,6001,217,6218
LOWER DIR DISTRICT,56,5028,150,5178
LOWER DIR DISTRICT,57,5055,145,5200
LOWER DIR DISTRICT,58,5489,151,5640
LOWER DIR DISTRICT,59,5537,156,5693
LOWER DIR DISTRICT,60,5788,177,5965
LOWER DIR DISTRICT,61,5338,162,5500
LOWER DIR DISTRICT,62,4576,140,4716
LOWER DIR DISTRICT,63,4621,131,4752
LOWER DIR DISTRICT,64,4345,105,4450
LOWER DIR DISTRICT,65,4002,118,4120
LOWER DIR DISTRICT,66,3758,92,3850
LOWER DIR DISTRICT,67,3496,107,3603
LOWER DIR DISTRICT,68,3055,61,3116
LOWER DIR DISTRICT,69,3075,63,3138
LOWER DIR DISTRICT,70,3220,73,3293
LOWER DIR DISTRICT,71,3023,65,3088
LOWER DIR DISTRICT,72,2324,52,2376
LOWER DIR DISTRICT,73,2062,45,2107
LOWER DIR DISTRICT,74,2046,42,2088
LOWER DIR DISTRICT,>=75,16085,337,16422
MALAKAND PROTECTED AREA,<1,17994,1667,19661
MALAKAND PROTECTED AREA,1,18976,2029,21005
MALAKAND PROTECTED AREA,2,20131,2106,22237
MALAKAND PROTECTED AREA,3,21255,2231,23486
MALAKAND PROTECTED AREA,4,20799,2028,22827
MALAKAND PROTECTED AREA,5,21009,2079,23088
MALAKAND PROTECTED AREA,6,19422,2089,21511
MALAKAND PROTECTED AREA,7,20818,2159,22977
MALAKAND PROTECTED AREA,8,19632,1986,21618
MALAKAND PROTECTED AREA,9,20725,2045,22770
MALAKAND PROTECTED AREA,10,17362,1731,19093
MALAKAND PROTECTED AREA,11,17920,1824,19744
MALAKAND PROTECTED AREA,12,15568,1627,17195
MALAKAND PROTECTED AREA,13,17038,1772,18810
MALAKAND PROTECTED AREA,14,15121,1607,16728
MALAKAND PROTECTED AREA,15,15935,1629,17564
MALAKAND PROTECTED AREA,16,14592,1480,16072
MALAKAND PROTECTED AREA,17,14420,1441,15861
MALAKAND PROTECTED AREA,18,13342,1426,14768
MALAKAND PROTECTED AREA,19,12912,1361,14273
MALAKAND PROTECTED AREA,20,12969,1297,14266
MALAKAND PROTECTED AREA,21,11543,1220,12763
MALAKAND PROTECTED AREA,22,11403,1171,12574
MALAKAND PROTECTED AREA,23,11077,1142,12219
MALAKAND PROTECTED AREA,24,9974,1059,11033
MALAKAND PROTECTED AREA,25,11512,1230,12742
MALAKAND PROTECTED AREA,26,9987,1059,11046
MALAKAND PROTECTED AREA,27,9945,1129,11074
MALAKAND PROTECTED AREA,28,9510,1071,10581
MALAKAND PROTECTED AREA,29,9473,1044,10517
MALAKAND PROTECTED AREA,30,9878,1114,10992
MALAKAND PROTECTED AREA,31,8789,961,9750
MALAKAND PROTECTED AREA,32,7530,889,8419
MALAKAND PROTECTED AREA,33,7694,845,8539
MALAKAND PROTECTED AREA,34,6522,772,7294
MALAKAND PROTECTED AREA,35,7169,828,7997
MALAKAND PROTECTED AREA,36,6051,623,6674
MALAKAND PROTECTED AREA,37,5664,680,6344
MALAKAND PROTECTED AREA,38,6291,713,7004
MALAKAND PROTECTED AREA,39,5846,641,6487
MALAKAND PROTECTED AREA,40,7080,810,7890
MALAKAND PROTECTED AREA,41,5502,561,6063
MALAKAND PROTECTED AREA,42,4809,543,5352
MALAKAND PROTECTED AREA,43,5156,535,5691
MALAKAND PROTECTED AREA,44,4663,468,5131
MALAKAND PROTECTED AREA,45,4802,533,5335
MALAKAND PROTECTED AREA,46,4344,452,4796
MALAKAND PROTECTED AREA,47,4039,435,4474
MALAKAND PROTECTED AREA,48,4055,473,4528
MALAKAND PROTECTED AREA,49,4136,429,4565
MALAKAND PROTECTED AREA,50,5108,510,5618
MALAKAND PROTECTED AREA,51,4017,404,4421
MALAKAND PROTECTED AREA,52,3224,360,3584
MALAKAND PROTECTED AREA,53,3762,345,4107
MALAKAND PROTECTED AREA,54,3209,324,3533
MALAKAND PROTECTED AREA,55,3439,376,3815
MALAKAND PROTECTED AREA,56,2644,271,2915
MALAKAND PROTECTED AREA,57,2361,213,2574
MALAKAND PROTECTED AREA,58,2870,258,3128
MALAKAND PROTECTED AREA,59,2818,268,3086
MALAKAND PROTECTED AREA,60,3136,350,3486
MALAKAND PROTECTED AREA,61,2724,258,2982
MALAKAND PROTECTED AREA,62,2166,244,2410
MALAKAND PROTECTED AREA,63,2449,259,2708
MALAKAND PROTECTED AREA,64,2212,229,2441
MALAKAND PROTECTED AREA,65,1971,189,2160
MALAKAND PROTECTED AREA,66,1767,171,1938
MALAKAND PROTECTED AREA,67,1415,163,1578
MALAKAND PROTECTED AREA,68,1526,115,1641
MALAKAND PROTECTED AREA,69,1513,115,1628
MALAKAND PROTECTED AREA,70,1569,135,1704
MALAKAND PROTECTED AREA,71,1354,135,1489
MALAKAND PROTECTED AREA,72,1046,120,1166
MALAKAND PROTECTED AREA,73,1049,111,1160
MALAKAND PROTECTED AREA,74,1007,79,1086
MALAKAND PROTECTED AREA,>=75,7380,640,8020
MALIR DISTRICT,<1,20889,24835,45724
MALIR DISTRICT,1,22726,25959,48685
MALIR DISTRICT,2,23140,27407,50547
MALIR DISTRICT,3,25822,29443,55265
MALIR DISTRICT,4,23937,27021,50958
MALIR DISTRICT,5,24449,27785,52234
MALIR DISTRICT,6,23149,26705,49854
MALIR DISTRICT,7,24891,28111,53002
MALIR DISTRICT,8,22594,25067,47661
MALIR DISTRICT,9,22980,27438,50418
MALIR DISTRICT,10,20164,22796,42960
MALIR DISTRICT,11,20648,25637,46285
MALIR DISTRICT,12,18373,21687,40060
MALIR DISTRICT,13,18533,22818,41351
MALIR DISTRICT,14,17103,20564,37667
MALIR DISTRICT,15,17329,21142,38471
MALIR DISTRICT,16,17330,21479,38809
MALIR DISTRICT,17,17982,23180,41162
MALIR DISTRICT,18,17655,21674,39329
MALIR DISTRICT,19,19320,24958,44278
MALIR DISTRICT,20,17216,21904,39120
MALIR DISTRICT,21,18643,24040,42683
MALIR DISTRICT,22,17013,22135,39148
MALIR DISTRICT,23,16463,21830,38293
MALIR DISTRICT,24,15775,21344,37119
MALIR DISTRICT,25,15207,19333,34540
MALIR DISTRICT,26,15765,20877,36642
MALIR DISTRICT,27,16031,20578,36609
MALIR DISTRICT,28,15101,19899,35000
MALIR DISTRICT,29,15986,19928,35914
MALIR DISTRICT,30,14101,18670,32771
MALIR DISTRICT,31,14855,19105,33960
MALIR DISTRICT,32,12772,17291,30063
MALIR DISTRICT,33,12738,17287,30025
MALIR DISTRICT,34,12411,15826,28237
MALIR DISTRICT,35,10795,14520,25315
MALIR DISTRICT,36,10878,14191,25069
MALIR DISTRICT,37,10763,13301,24064
MALIR DISTRICT,38,9917,13817,23734
MALIR DISTRICT,39,10172,13200,23372
MALIR DISTRICT,40,8389,12548,20937
MALIR DISTRICT,41,8795,11591,20386
MALIR DISTRICT,42,7320,10324,17644
MALIR DISTRICT,43,7454,10509,17963
MALIR DISTRICT,44,7120,9064,16184
MALIR DISTRICT,45,6374,8674,15048
MALIR DISTRICT,46,6843,8116,14959
MALIR DISTRICT,47,6556,7753,14309
MALIR DISTRICT,48,6337,8057,14394
MALIR DISTRICT,49,6441,8132,14573
MALIR DISTRICT,50,5482,7652,13134
MALIR DISTRICT,51,5989,7323,13312
MALIR DISTRICT,52,5222,6669,11891
MALIR DISTRICT,53,5027,6691,11718
MALIR DISTRICT,54,4555,6080,10635
MALIR DISTRICT,55,3897,5427,9324
MALIR DISTRICT,56,4108,5051,9159
MALIR DISTRICT,57,4149,4636,8785
MALIR DISTRICT,58,3765,4672,8437
MALIR DISTRICT,59,3695,4573,8268
MALIR DISTRICT,60,3059,4299,7358
MALIR DISTRICT,61,3596,4437,8033
MALIR DISTRICT,62,3311,4046,7357
MALIR DISTRICT,63,3320,4106,7426
MALIR DISTRICT,64,2698,3542,6240
MALIR DISTRICT,65,1999,2758,4757
MALIR DISTRICT,66,2022,2468,4490
MALIR DISTRICT,67,1953,2273,4226
MALIR DISTRICT,68,1933,2424,4357
MALIR DISTRICT,69,1584,2113,3697
MALIR DISTRICT,70,1146,1685,2831
MALIR DISTRICT,71,1307,1629,2936
MALIR DISTRICT,72,1212,1438,2650
MALIR DISTRICT,73,1227,1604,2831
MALIR DISTRICT,74,914,1190,2104
MALIR DISTRICT,>=75,7219,8376,15595
MANDI BAHAUDDIN DISTRICT,<1,28895,7477,36372
MANDI BAHAUDDIN DISTRICT,1,30500,7581,38081
MANDI BAHAUDDIN DISTRICT,2,31284,7856,39140
MANDI BAHAUDDIN DISTRICT,3,33621,8284,41905
MANDI BAHAUDDIN DISTRICT,4,32780,7731,40511
MANDI BAHAUDDIN DISTRICT,5,32821,7894,40715
MANDI BAHAUDDIN DISTRICT,6,32858,7917,40775
MANDI BAHAUDDIN DISTRICT,7,32802,8343,41145
MANDI BAHAUDDIN DISTRICT,8,30718,7322,38040
MANDI BAHAUDDIN DISTRICT,9,31867,7984,39851
MANDI BAHAUDDIN DISTRICT,10,28867,6670,35537
MANDI BAHAUDDIN DISTRICT,11,31197,8360,39557
MANDI BAHAUDDIN DISTRICT,12,28076,6718,34794
MANDI BAHAUDDIN DISTRICT,13,28698,7400,36098
MANDI BAHAUDDIN DISTRICT,14,27603,6894,34497
MANDI BAHAUDDIN DISTRICT,15,27578,6901,34479
MANDI BAHAUDDIN DISTRICT,16,27938,7030,34968
MANDI BAHAUDDIN DISTRICT,17,27186,7215,34401
MANDI BAHAUDDIN DISTRICT,18,24335,5892,30227
MANDI BAHAUDDIN DISTRICT,19,26486,7010,33496
MANDI BAHAUDDIN DISTRICT,20,22894,5662,28556
MANDI BAHAUDDIN DISTRICT,21,24917,7065,31982
MANDI BAHAUDDIN DISTRICT,22,22701,6038,28739
MANDI BAHAUDDIN DISTRICT,23,21892,6180,28072
MANDI BAHAUDDIN DISTRICT,24,20676,6149,26825
MANDI BAHAUDDIN DISTRICT,25,19805,5063,24868
MANDI BAHAUDDIN DISTRICT,26,19582,5781,25363
MANDI BAHAUDDIN DISTRICT,27,18828,5717,24545
MANDI BAHAUDDIN DISTRICT,28,18368,5365,23733
MANDI BAHAUDDIN DISTRICT,29,18425,5510,23935
MANDI BAHAUDDIN DISTRICT,30,18839,4629,23468
MANDI BAHAUDDIN DISTRICT,31,16796,5129,21925
MANDI BAHAUDDIN DISTRICT,32,15960,4869,20829
MANDI BAHAUDDIN DISTRICT,33,14945,4747,19692
MANDI BAHAUDDIN DISTRICT,34,13882,4265,18147
MANDI BAHAUDDIN DISTRICT,35,15702,3976,19678
MANDI BAHAUDDIN DISTRICT,36,14659,4089,18748
MANDI BAHAUDDIN DISTRICT,37,13859,3999,17858
MANDI BAHAUDDIN DISTRICT,38,14193,4048,18241
MANDI BAHAUDDIN DISTRICT,39,13509,3810,17319
MANDI BAHAUDDIN DISTRICT,40,13957,3727,17684
MANDI BAHAUDDIN DISTRICT,41,11989,3522,15511
MANDI BAHAUDDIN DISTRICT,42,11604,3417,15021
MANDI BAHAUDDIN DISTRICT,43,10901,3229,14130
MANDI BAHAUDDIN DISTRICT,44,10434,2970,13404
MANDI BAHAUDDIN DISTRICT,45,11583,2923,14506
MANDI BAHAUDDIN DISTRICT,46,10609,2725,13334
MANDI BAHAUDDIN DISTRICT,47,10416,2822,13238
MANDI BAHAUDDIN DISTRICT,48,11705,3050,14755
MANDI BAHAUDDIN DISTRICT,49,11309,2948,14257
MANDI BAHAUDDIN DISTRICT,50,11948,2933,14881
MANDI BAHAUDDIN DISTRICT,51,10665,2751,13416
MANDI BAHAUDDIN DISTRICT,52,10195,2721,12916
MANDI BAHAUDDIN DISTRICT,53,9834,2559,12393
MANDI BAHAUDDIN DISTRICT,54,9060,2434,11494
MANDI BAHAUDDIN DISTRICT,55,9263,2206,11469
MANDI BAHAUDDIN DISTRICT,56,7582,1913,9495
MANDI BAHAUDDIN DISTRICT,57,6698,1676,8374
MANDI BAHAUDDIN DISTRICT,58,6886,1740,8626
MANDI BAHAUDDIN DISTRICT,59,7327,1742,9069
MANDI BAHAUDDIN DISTRICT,60,8222,1747,9969
MANDI BAHAUDDIN DISTRICT,61,7364,1816,9180
MANDI BAHAUDDIN DISTRICT,62,6840,1710,8550
MANDI BAHAUDDIN DISTRICT,63,6266,1570,7836
MANDI BAHAUDDIN DISTRICT,64,5521,1362,6883
MANDI BAHAUDDIN DISTRICT,65,6287,1138,7425
MANDI BAHAUDDIN DISTRICT,66,5296,946,6242
MANDI BAHAUDDIN DISTRICT,67,4547,945,5492
MANDI BAHAUDDIN DISTRICT,68,4106,887,4993
MANDI BAHAUDDIN DISTRICT,69,3974,783,4757
MANDI BAHAUDDIN DISTRICT,70,5135,912,6047
MANDI BAHAUDDIN DISTRICT,71,4500,851,5351
MANDI BAHAUDDIN DISTRICT,72,3919,784,4703
MANDI BAHAUDDIN DISTRICT,73,3241,692,3933
MANDI BAHAUDDIN DISTRICT,74,2755,504,3259
MANDI BAHAUDDIN DISTRICT,>=75,29201,5133,34334
MANSEHRA DISTRICT,<1,39310,3564,42874
MANSEHRA DISTRICT,1,38842,3366,42208
MANSEHRA DISTRICT,2,39277,3355,42632
MANSEHRA DISTRICT,3,41967,4004,45971
MANSEHRA DISTRICT,4,40732,3516,44248
MANSEHRA DISTRICT,5,42226,3740,45966
MANSEHRA DISTRICT,6,40496,3553,44049
MANSEHRA DISTRICT,7,44005,4020,48025
MANSEHRA DISTRICT,8,40598,3516,44114
MANSEHRA DISTRICT,9,43004,3820,46824
MANSEHRA DISTRICT,10,36341,3168,39509
MANSEHRA DISTRICT,11,39217,3833,43050
MANSEHRA DISTRICT,12,34235,3271,37506
MANSEHRA DISTRICT,13,35181,3382,38563
MANSEHRA DISTRICT,14,32038,3073,35111
MANSEHRA DISTRICT,15,31661,3132,34793
MANSEHRA DISTRICT,16,30642,3150,33792
MANSEHRA DISTRICT,17,30396,3282,33678
MANSEHRA DISTRICT,18,28710,2853,31563
MANSEHRA DISTRICT,19,29678,3099,32777
MANSEHRA DISTRICT,20,25315,2565,27880
MANSEHRA DISTRICT,21,26445,2939,29384
MANSEHRA DISTRICT,22,24367,2735,27102
MANSEHRA DISTRICT,23,24024,2713,26737
MANSEHRA DISTRICT,24,23095,2871,25966
MANSEHRA DISTRICT,25,20633,2301,22934
MANSEHRA DISTRICT,26,22164,2545,24709
MANSEHRA DISTRICT,27,20763,2442,23205
MANSEHRA DISTRICT,28,19999,2380,22379
MANSEHRA DISTRICT,29,20860,2271,23131
MANSEHRA DISTRICT,30,18450,2097,20547
MANSEHRA DISTRICT,31,20238,2123,22361
MANSEHRA DISTRICT,32,17782,2119,19901
MANSEHRA DISTRICT,33,16990,2122,19112
MANSEHRA DISTRICT,34,16523,1879,18402
MANSEHRA DISTRICT,35,13969,1754,15723
MANSEHRA DISTRICT,36,16478,1769,18247
MANSEHRA DISTRICT,37,13830,1566,15396
MANSEHRA DISTRICT,38,14382,1955,16337
MANSEHRA DISTRICT,39,13766,1644,15410
MANSEHRA DISTRICT,40,11978,1721,13699
MANSEHRA DISTRICT,41,13285,1478,14763
MANSEHRA DISTRICT,42,11425,1426,12851
MANSEHRA DISTRICT,43,11677,1458,13135
MANSEHRA DISTRICT,44,11265,1261,12526
MANSEHRA DISTRICT,45,9575,1264,10839
MANSEHRA DISTRICT,46,11691,1221,12912
MANSEHRA DISTRICT,47,10071,1007,11078
MANSEHRA DISTRICT,48,10661,1224,11885
MANSEHRA DISTRICT,49,10563,1142,11705
MANSEHRA DISTRICT,50,9433,1276,10709
MANSEHRA DISTRICT,51,10728,1091,11819
MANSEHRA DISTRICT,52,8945,1084,10029
MANSEHRA DISTRICT,53,8976,1105,10081
